wall_time	sim_time	avg_radius	avg_radius_ok	greater_96_ratio	tokkou_active	tokkou_cap	tokkou_ok	panic_ratio	cling_ratio	kaiten_ratio	run_ratio
2025-11-16 11:52:23	68.984	78.113	1	0.000	1	3	1	0.069	0.000	0.039	0.008
2025-11-16 11:52:24	69.984	66.939	1	0.000	1	3	1	0.057	0.000	0.020	0.008
2025-11-16 11:52:25	70.984	47.233	1	0.000	0	3	1	0.042	0.000	0.018	0.008
2025-11-16 11:52:26	71.984	44.621	1	0.000	0	3	1	0.023	0.000	0.007	0.016
2025-11-16 11:52:27	72.984	43.856	1	0.000	0	3	1	0.009	0.000	0.000	0.009
2025-11-16 11:52:28	73.985	44.750	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 11:52:29	74.985	49.545	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 11:52:30	75.985	55.634	1	0.000	1	3	1	0.004	0.000	0.000	0.000
2025-11-16 11:52:31	76.985	63.800	1	0.000	0	3	1	0.018	0.000	0.009	0.009
2025-11-16 11:52:32	77.986	78.704	1	0.000	0	3	1	0.045	0.000	0.032	0.005
2025-11-16 11:52:33	78.986	94.366	1	0.500	2	3	1	0.040	0.000	0.016	0.013
2025-11-16 11:52:34	79.986	101.827	0	0.733	2	3	1	0.061	0.000	0.021	0.011
2025-11-16 11:52:35	80.986	100.797	0	0.750	0	3	1	0.064	0.000	0.013	0.025
2025-11-16 11:52:36	81.986	84.055	1	0.150	0	3	1	0.049	0.000	0.000	0.032
2025-11-16 11:52:37	82.987	84.561	1	0.000	1	3	1	0.045	0.000	0.013	0.026
2025-11-16 11:52:38	83.987	73.699	1	0.000	0	3	1	0.052	0.000	0.023	0.016
2025-11-16 11:52:39	84.987	61.784	1	0.000	1	3	1	0.057	0.000	0.005	0.035
2025-11-16 11:52:40	85.987	68.552	1	0.000	1	3	1	0.051	0.000	0.011	0.027
2025-11-16 11:52:41	86.987	65.144	1	0.000	0	3	1	0.044	0.000	0.002	0.032
2025-11-16 11:52:42	87.988	60.927	1	0.000	0	3	1	0.050	0.000	0.003	0.036
2025-11-16 11:52:43	88.988	52.285	1	0.000	0	3	1	0.061	0.000	0.021	0.040
2025-11-16 11:52:44	89.988	49.072	1	0.000	0	3	1	0.057	0.000	0.030	0.026
2025-11-16 11:52:45	90.988	42.723	1	0.000	0	3	1	0.039	0.000	0.007	0.024
2025-11-16 11:52:46	91.989	40.192	1	0.000	1	3	1	0.032	0.000	0.006	0.020
2025-11-16 11:52:47	92.989	41.087	1	0.000	0	3	1	0.047	0.001	0.003	0.032
2025-11-16 11:52:48	93.989	40.937	1	0.000	1	3	1	0.041	0.007	0.004	0.029
2025-11-16 11:52:49	94.989	40.921	1	0.000	1	3	1	0.032	0.000	0.001	0.027
2025-11-16 11:52:50	95.989	38.322	1	0.000	0	3	1	0.025	0.008	0.004	0.011
2025-11-16 11:52:51	96.990	38.986	1	0.000	1	3	1	0.048	0.009	0.002	0.017
2025-11-16 11:52:52	97.990	38.472	1	0.000	0	3	1	0.025	0.000	0.002	0.017
2025-11-16 11:52:53	98.990	43.186	1	0.000	0	3	1	0.030	0.000	0.001	0.030
2025-11-16 11:52:54	99.990	44.513	1	0.000	0	3	1	0.045	0.000	0.001	0.044
2025-11-16 11:52:55	100.990	45.223	1	0.000	1	3	1	0.045	0.000	0.000	0.041
2025-11-16 11:52:56	101.991	42.943	1	0.000	0	3	1	0.041	0.000	0.000	0.040
2025-11-16 11:52:57	102.991	44.925	1	0.000	1	3	1	0.044	0.000	0.002	0.040
2025-11-16 11:52:58	103.991	39.697	1	0.000	0	3	1	0.044	0.000	0.006	0.038
2025-11-16 11:52:59	104.991	38.741	1	0.000	0	3	1	0.040	0.000	0.000	0.040
2025-11-16 11:53:00	105.992	40.750	1	0.000	0	3	1	0.052	0.000	0.000	0.052
2025-11-16 11:53:01	106.992	42.584	1	0.000	0	3	1	0.047	0.000	0.000	0.046
2025-11-16 11:53:02	107.992	43.241	1	0.000	0	3	1	0.046	0.000	0.000	0.045
2025-11-16 11:53:03	108.992	48.771	1	0.000	0	3	1	0.054	0.000	0.001	0.052
2025-11-16 11:53:04	109.992	49.324	1	0.000	0	3	1	0.055	0.000	0.002	0.052
2025-11-16 11:53:05	110.993	57.457	1	0.000	0	3	1	0.047	0.000	0.002	0.045
2025-11-16 11:53:06	111.993	63.054	1	0.000	0	3	1	0.053	0.000	0.000	0.044
2025-11-16 11:53:07	112.993	70.561	1	0.000	0	3	1	0.054	0.000	0.001	0.044
2025-11-16 11:53:08	113.993	80.824	1	0.000	0	3	1	0.530	0.000	0.000	0.021
wall_time	sim_time	avg_radius	avg_radius_ok	greater_96_ratio	tokkou_active	tokkou_cap	tokkou_ok	panic_ratio	cling_ratio	kaiten_ratio	run_ratio
2025-11-16 12:06:43	0.983	0.860	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:44	1.983	7.414	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:45	2.983	13.209	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:46	3.983	17.584	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:47	4.983	18.055	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:48	5.983	20.301	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:49	6.983	23.624	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:50	7.983	28.040	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:51	8.983	32.754	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:52	9.983	38.866	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:53	10.983	46.014	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:54	11.983	51.346	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:55	12.983	53.033	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:56	13.983	55.244	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:57	14.983	58.600	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:58	15.983	62.620	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:06:59	16.983	66.351	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:00	17.983	68.191	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:01	18.983	69.868	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:02	19.983	66.605	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:03	20.983	61.093	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:04	21.983	64.348	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:05	22.983	65.209	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:06	23.983	63.704	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:07	24.983	62.366	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:08	25.983	58.805	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:09	26.983	59.844	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:10	27.983	59.678	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:11	28.983	62.178	1	0.000	0	3	1	0.000	0.000	0.000	0.000
2025-11-16 12:07:12	29.983	62.426	1	0.000	0	3	1	0.000	0.000	0.000	0.000
